Cocunut,Mortgage_YN,AGE_AT_ORIGINATION,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
765,Y,52.0,54,13,M,BCR,SFE,M,"13234,37692",01/01/2015,01/03/2005,29/10/2003,"70066,985"
767,Y,61.0,62,5,M,BCR,PVE,F,"835,936",19/05/1979,01/12/2014,18/10/2011,"23331,08923"
768,Y,35.0,37,11,M,HGH,PVE,F,"857,5095385",01/11/2011,03/05/2007,19/05/2006,"41560,619"
771,Y,30.0,31,4,M,BCR,PVE,F,"477,3846154",22/04/2016,13/01/2014,08/11/2012,"26338,15577"
773,Y,53.0,54,13,M,HGH,PVE,M,"1643,076923",06/09/1996,30/09/2002,10/07/2003,"22873,06869"
776,Y,40.0,41,1,M,BCR,PVE,M,"446,4384615",12/02/2015,29/06/2010,22/03/2016,"17866,49554"
780,Y,41.0,42,13,M,BCR,PVE,M,"3657,7",10/06/2012,08/01/2003,22/09/2003,"64622,48562"
781,Y,34.0,35,9,M,BCR,PVE,M,"846,1538462",01/03/2007,16/04/2015,25/03/2008,"20260,00692"
782,Y,37.0,39,13,M,HGH,SFE,M,"195,0384615",01/01/2004,09/06/2009,06/01/2004,"32782,98638"
784,Y,28.0,29,4,S,MAS,PVE,M,"1172,997692",01/01/1994,09/03/2013,11/03/2013,"49254,38808"
793,Y,25.0,26,13,S,BCR,PVE,F,"923,0769231",01/06/2000,01/09/2015,25/03/2004,"47645,15338"
797,Y,31.0,32,8,M,BCR,PVE,F,"926,1538462",01/05/2013,01/10/2010,09/07/2008,"59059,30538"
799,Y,35.0,36,1,M,HGH,STE,M,"631,4769231",23/03/1985,20/12/2001,18/03/2016,"53394,32715"
806,Y,48.0,49,10,M,BCR,PVE,M,"674,0687692",27/07/2007,01/08/2012,14/06/2007,"7569,707077"
810,Y,52.0,53,5,M,BCR,SFE,M,"914,3384615",01/08/2015,01/02/2002,19/01/2012,"68330,88392"
817,Y,54.0,55,11,M,BCR,STE,F,"512,2129231",01/12/2005,25/09/2002,12/09/2005,"25577,95254"
820,Y,36.0,37,11,M,BCR,STE,M,"961,8",01/01/1982,07/05/2013,27/01/2006,"47985,72477"
823,Y,28.0,29,6,S,HGH,STE,M,"722,7153846",01/12/1998,01/02/2008,16/09/2010,"31002,88815"
826,Y,38.0,39,12,S,BCR,PVE,M,"1141,084615",01/10/1995,01/02/2014,01/10/2004,"18633,48215"
834,Y,28.0,29,1,M,HGH,STE,F,"251,5076923",01/10/2014,10/03/2008,13/01/2016,"20282,28031"
840,Y,38.0,39,12,M,BCR,PVE,F,"398,2396154",14/01/2008,18/04/2005,20/04/2005,"16463,46246"
844,Y,49.0,50,11,M,BCR,PVE,F,"865,2230769",01/09/2014,01/06/2006,24/09/2005,"27628,49569"
847,Y,30.0,31,7,S,HGH,PVE,M,"621,7615385",15/03/1986,24/05/2010,26/05/2010,"23725,46346"
848,Y,39.0,40,15,M,BCR,PVE,M,"839,9756154",01/01/2012,01/11/2010,22/12/2001,"36658,99877"
850,Y,38.0,39,12,M,BCR,PVE,M,"1889,792308",01/01/2007,08/07/2004,14/07/2004,"45629,49354"
851,Y,33.0,34,3,M,BCR,PVE,F,"730,2461538",01/01/2013,01/08/2014,04/12/2013,"31934,03077"
853,Y,42.0,43,14,M,BCR,SFE,F,"230,7692308",01/09/1998,23/10/2014,12/03/2003,"21676,08569"
858,Y,51.0,52,4,W,SEC,RET,F,"1259,376308",15/06/1982,01/10/9999,17/05/2013,"26371,39062"
861,Y,39.0,40,10,S,BCR,STE,F,"724,0615385",20/05/1977,13/01/2014,28/08/2006,"25277,44677"
862,Y,48.0,49,11,M,BCR,SFE,M,"269,2307692",01/01/2007,11/11/2006,26/01/2006,"37559,97615"
868,Y,29.0,29,1,S,HGH,PVE,M,1428,05/06/2007,01/09/2015,22/01/2016,"103858,4408"
869,Y,38.0,39,11,S,HGH,STE,F,"1040,334462",01/11/1989,12/12/2005,23/12/2005,"57972,45762"
870,Y,40.0,41,9,M,HGH,PVE,M,"511,5384615",01/04/2015,17/05/2015,02/04/2008,"37773,67169"
871,Y,31.0,32,1,S,HGH,OTH,M,"461,5769231",01/01/1998,01/10/9999,18/05/2016,"37764,98408"
873,Y,40.0,41,13,M,BCR,PVE,M,"455,0955385",01/01/2010,06/09/2004,29/03/2004,"18069,277"
874,Y,54.0,55,10,M,PHD,STE,F,"1235,227538",01/06/1996,01/01/1996,15/07/2006,"55170,03892"
877,Y,34.0,35,1,M,BCR,OTH,F,"882,7535385",01/10/9999,01/10/9999,22/03/2016,"44813,64008"
879,Y,31.0,32,8,S,BCR,PVE,M,"1110,256385",26/08/2016,21/06/2011,06/01/2009,"61462,27185"
885,Y,36.0,37,9,M,PRS,SFE,F,"339,8725385",18/12/1980,03/07/2013,03/12/2007,"29731,411"
887,Y,35.0,36,8,M,BCR,PVE,F,"511,3677692",24/06/1981,13/08/2008,13/08/2008,"18507,50638"
892,Y,35.0,36,11,M,BCR,PVE,F,"1159,284462",01/10/2009,21/12/2015,31/05/2006,"63118,53546"
897,Y,55.0,56,12,D,HGH,PVE,M,"1943,076923",19/10/1961,01/05/2001,15/04/2005,"26549,64392"
902,Y,53.0,53,14,M,BCR,STE,M,"1429,534077",01/01/2002,18/11/1991,28/06/2003,"17942,56231"
906,Y,50.0,51,2,W,HGH,PVE,F,"346,1846154",01/07/2008,01/05/2007,27/12/2014,"23618,21777"
908,Y,43.0,44,14,D,BCR,PVE,F,"4484,253846",01/04/1983,16/06/2008,20/05/2003,"65911,80223"
911,Y,38.0,39,6,M,BCR,PVE,M,"1284,669231",01/05/2011,01/03/2011,08/04/2011,"42358,434"
912,Y,37.0,38,14,M,BCR,PVE,F,"1137,846154",01/10/2004,01/04/2004,22/10/2002,"45269,85108"
913,Y,35.0,36,6,M,BCR,PVE,M,"7799,323077",04/07/2013,11/04/2016,03/02/2011,"159387,9233"
916,Y,38.0,39,12,S,BCR,PVE,M,"1415,653846",02/02/2011,01/04/2009,13/12/2004,"58628,92054"
920,Y,59.0,60,11,D,HGH,RET,F,"2791,030769",18/08/1957,01/10/9999,05/12/2005,"28998,91923"
921,Y,39.0,40,12,M,BCR,OTH,M,"6689,790462",01/06/2001,01/10/9999,03/06/2005,"79581,6"
922,Y,34.0,35,2,M,HGH,PVE,M,"394,3230769",05/04/1982,01/06/2010,29/11/2014,"18717,89546"
923,Y,35.0,36,8,M,BCR,PVE,M,"2666,194231",24/02/1981,15/03/2013,28/01/2009,"45432,10277"
944,Y,26.0,27,2,S,HGH,SFE,M,"1791,115385",01/09/2009,01/01/2016,18/11/2014,"70809,11177"
945,Y,35.0,36,10,D,BCR,PVE,F,"842,3773077",28/10/1981,02/01/2009,04/10/2006,"20463,84"
952,Y,39.0,40,12,M,HGH,STE,M,327,10/11/1977,14/03/2007,06/08/2004,"30740,25938"
953,Y,27.0,28,5,S,HGH,PVE,F,"576,9230769",01/01/1996,26/05/2014,07/11/2011,"20404,17277"
954,Y,31.0,32,4,S,HGH,PVE,F,"307,6923077",01/02/2016,15/05/2014,11/01/2013,"22689,37731"
956,Y,51.0,52,2,M,HGH,STE,M,"658,9713077",01/09/2000,16/07/1991,13/10/2014,"30026,69662"
964,Y,50.0,50,10,M,HGH,PVE,M,"501,6766923",01/11/2005,11/02/2014,11/07/2006,"23579,74385"
966,Y,37.0,37,8,M,BCR,PVE,M,"914,7153846",14/03/1980,01/04/2013,04/11/2008,"36272,57323"
970,Y,58.0,59,14,M,PHD,PVE,M,"17135,16154",05/10/1993,01/12/2013,08/05/2003,"37923,07692"
985,Y,52.0,52,11,M,BCR,STE,M,"886,1573846",01/11/2004,01/01/2001,29/10/2005,"40738,2"
986,Y,43.0,44,13,M,HGH,PVE,M,"725,1",01/05/2004,01/03/2007,17/03/2004,42633
988,Y,36.0,36,13,S,BCR,STE,F,"702,4791538",01/05/1989,01/06/2009,26/07/2003,"34898,00954"
989,Y,25.0,26,1,S,HGH,PVE,M,"769,2307692",28/02/2014,01/02/2016,30/05/2016,33159
991,Y,45.0,46,5,D,BCR,SFE,M,"1328,269231",01/01/1984,01/08/2009,06/09/2011,"49380,69546"
994,Y,42.0,43,13,M,BCR,PVE,M,"1112,303385",01/04/2008,01/12/2005,18/07/2003,"70486,56"
997,Y,44.0,45,13,M,BCR,PVE,F,"237,4053846",01/06/2010,01/01/1995,09/12/2003,14211
999,Y,33.0,33,3,S,HGH,STE,M,"321,3230769",01/10/2011,15/01/2010,29/05/2014,52107
1005,Y,36.0,37,0,M,BCR,PVE,M,"934,2826923",25/06/1988,05/01/2011,21/09/2016,"51538,56"
1006,Y,41.0,42,13,M,HGH,PVE,M,"509,0335385",28/05/1975,01/08/2004,28/10/2003,"38038,11"
1014,Y,38.0,38,11,M,BCR,SFE,F,"246,9697692",12/06/2013,11/06/2001,07/09/2005,"26527,2"
1018,Y,36.0,36,0,M,BCR,PVE,M,"577,3279231",01/01/2013,01/06/2013,05/10/2016,"36474,9"
1019,Y,51.0,52,14,D,BCR,STE,M,"1990,011231",01/07/2012,01/10/1987,17/06/2003,"58188,91954"
1020,Y,45.0,46,11,M,BCR,STE,F,"448,1903846",20/10/2001,01/11/2005,12/06/2006,23685
1021,Y,51.0,52,13,M,HGH,PVE,F,"866,3292308",01/01/1987,07/06/2004,21/06/2004,"21373,344"
1022,Y,51.0,52,15,M,BCR,STE,M,"1112,653846",01/10/2001,18/06/2011,25/02/2002,"27948,3"
1029,N,,50,16,M,BCR,PVE,M,"24954,29169",28/07/2001,16/07/2001,01/07/2001,0
1030,N,,67,16,S,BCR,RET,F,"601,9014615",01/05/2004,01/10/9999,01/03/2001,0
1033,N,,54,13,M,HGH,PVE,F,"1047,913615",22/09/1981,16/08/2001,12/09/2003,"763,8452308"
1037,N,,59,16,W,HGH,PVE,F,"1298,176846",01/01/1972,01/07/2001,01/03/2001,"167,5733846"
1042,N,,57,15,M,HGH,PVE,F,"1037,254769",31/07/1983,17/10/2001,23/10/2001,"715,9248462"
1044,N,,66,15,M,HGH,RET,F,"422,8551538",01/09/1968,01/10/9999,23/10/2001,"356,1623077"
1047,N,,58,15,D,BCR,PVE,F,"593,0126154",01/10/1961,13/12/2001,20/12/2001,0
1049,N,,41,15,M,BCR,PVE,F,"1174,461615",01/01/2007,18/03/2002,22/03/2002,0
1051,N,,55,15,M,BCR,PVE,M,"1159,717308",31/08/2003,01/10/9999,06/06/2002,0
1052,N,,78,15,S,SEC,RET,M,"1230,769231",01/01/2008,01/10/9999,26/06/2002,0
1054,N,,48,15,S,HGH,PVE,M,"480,1686923",01/01/1996,01/07/2002,03/07/2002,0
1057,N,,46,14,M,BCR,PVE,M,"1462,926923",15/07/1989,21/10/2002,21/10/2002,0
1061,N,,55,13,S,HGH,PVE,F,"486,8613846",01/01/1974,01/12/2002,26/08/2003,"202,7687692"
1067,N,,40,14,D,BCR,PVE,F,"1590,999231",01/07/1997,15/05/2003,20/05/2003,0
1068,N,,44,14,S,BCR,PVE,F,"2144,073846",01/01/1992,01/12/2014,19/04/2003,0
1071,N,,55,13,M,BCR,PVE,F,"2098,161",01/09/1977,01/08/2003,04/08/2003,0
1073,N,,59,15,D,BCR,PVE,F,"764,2231538",03/03/2001,15/11/2001,16/11/2001,0
1081,N,,52,14,D,BCR,PVE,F,"507,6115385",05/06/2005,01/12/2002,13/12/2002,0
1088,N,,60,14,M,HGH,PVE,F,"1174,458692",23/05/1996,01/12/2002,12/12/2002,"627,8293077"
1093,N,,50,14,D,HGH,STE,F,"640,8303846",12/12/2002,16/12/2002,19/12/2002,0
1098,N,,39,13,M,BCR,PVE,F,"1104,325308",22/03/2010,01/08/2003,31/07/2003,0
1107,N,,57,14,D,HGH,PVE,F,"626,3546923",30/05/2005,18/11/2002,27/11/2002,"342,7773077"
1113,N,,50,13,D,BCR,PVE,F,"605,301",01/03/2004,08/07/2003,07/07/2003,"117,6706154"
1114,N,,56,13,M,HGH,PVE,F,"982,9646154",01/08/2004,01/08/2003,31/07/2003,0
1116,N,,46,14,M,HGH,PVE,M,"265,5211538",11/03/2003,16/06/2003,16/06/2003,"142,0286923"
1120,N,,40,13,M,HGH,PVE,F,"681,2511538",14/02/2004,02/12/2003,22/12/2003,0
1122,N,,39,12,M,HGH,PVE,F,"524,141",01/12/2014,11/04/2005,12/04/2005,0
1124,N,,44,15,S,BCR,PVE,M,"431,1923077",02/11/1973,01/04/2013,24/10/2001,"378,2749231"
1126,N,,83,15,S,SEC,RET,F,"183,2008462",16/09/2008,01/10/9999,08/10/2001,0
1132,N,,68,15,D,HGH,RET,F,"259,5504615",04/01/2001,01/10/9999,18/06/2002,0
1139,N,,34,14,M,HGH,PVE,M,"217,4076923",19/10/1989,15/10/2002,28/10/2002,"62,82215385"
1141,N,,51,14,D,HGH,PVE,F,"222,7769231",01/04/2013,21/10/2002,29/10/2002,"206,2716154"
1146,N,,58,14,M,HGH,RET,F,"182,183",01/01/1990,01/10/9999,30/10/2002,"70,90546154"
1147,N,,54,14,S,BCR,PVE,F,"230,1461538",29/11/1978,24/12/2015,16/05/2003,"239,1553077"
1152,N,,43,14,M,BCR,PVE,M,"4994,307692",01/07/2011,19/05/2014,20/11/2002,"2281,043385"
1157,N,,41,14,M,HGH,PVE,F,"305,3743077",01/01/2006,01/03/2013,26/12/2002,"203,9757692"
1158,N,,55,14,M,HGH,PVE,F,"209,0769231",01/01/1986,02/12/2002,26/12/2002,"208,9456154"
1160,N,,51,14,M,HGH,PVE,M,"323,0769231",08/12/2001,15/02/2000,10/01/2003,"6,641461538"
1161,N,,50,14,M,BCR,PVE,M,"5028,793769",01/07/2003,01/12/2001,10/01/2003,"455,9582308"
1162,N,,52,14,S,HGH,PVE,F,"774,1461538",01/01/1980,27/11/2012,30/01/2003,"795,2750769"
1164,N,,62,14,W,BCR,STE,F,"378,7680769",01/01/1970,01/09/1991,04/02/2003,0
1168,N,,37,14,M,BCR,PVE,F,"1169,114769",01/01/2014,06/06/2005,04/03/2003,"1616,047308"
1177,N,,48,14,M,BCR,PVE,M,"502,7907692",01/04/1997,01/10/2000,27/03/2003,0
1180,N,,58,14,M,BCR,PVE,F,"293,9923077",01/01/1991,01/03/2003,03/04/2003,0
1184,N,,50,14,D,BCR,PVE,F,"272,1076923",01/01/2007,01/05/2002,14/04/2003,0
1185,N,,45,14,M,BCR,PVE,M,"7738,115385",01/12/2013,01/10/2006,09/10/2002,0
1188,N,,55,14,S,SEC,PVE,F,"1846,625308",01/10/9999,01/08/2007,10/07/2002,0
1189,N,,62,14,M,HGH,PVE,M,"1831,407692",05/05/1969,01/06/1980,17/05/2003,"104,1366923"
1190,N,,37,14,S,BCR,PVE,F,"700,5153846",01/01/2005,01/02/2014,19/05/2003,"298,0034615"
1191,N,,68,14,M,BCR,RET,F,"162,0242308",01/01/2000,01/10/9999,16/05/2003,0
1196,N,,43,14,S,SEC,PVE,F,"513,2692308",01/01/1976,02/06/2003,26/06/2003,"43,97453846"
1197,N,,47,14,M,PRS,SFE,M,"376,9230769",01/01/2012,02/07/2015,26/06/2003,"1,546076923"
1199,N,,38,14,M,BCR,PVE,F,"351,935",01/01/2000,27/06/2005,04/07/2003,0
1201,N,,40,13,M,HGH,PVE,F,"1167,376923",01/06/2015,01/12/2004,10/07/2003,0
1204,N,,41,13,M,BCR,STE,M,"479,4366154",01/01/2013,01/06/2010,12/07/2003,"57,60138462"
1206,N,,50,13,M,HGH,STE,F,0,27/09/1967,01/03/2010,23/07/2003,0
1207,N,,53,13,S,BCR,STE,F,"470,4405385",01/03/2002,23/03/2010,24/07/2003,0
1209,N,,44,15,M,BCR,PVE,M,"384,6153846",01/06/1997,09/06/1997,24/09/2001,"230,7506923"
1210,N,,63,13,M,BCR,RET,F,"438,0790769",25/10/1994,01/10/9999,02/09/2003,"19,74115385"
1212,N,,65,13,W,HGH,RET,F,"207,3327692",01/03/1998,01/10/9999,13/09/2003,0
1216,N,,42,14,D,HGH,STE,M,"527,9785385",01/07/2012,01/08/2003,29/11/2002,"528,1080769"
1224,N,,66,13,M,BCR,RET,F,"234,0886923",01/01/2005,01/10/9999,07/10/2003,0
1229,N,,62,13,S,BCR,PVE,F,"575,9846154",02/09/2003,08/10/2009,27/10/2003,0
1234,N,,63,13,M,HGH,RET,M,"243,5927692",01/01/1990,01/10/9999,03/11/2003,0
1236,N,,45,14,D,HGH,PVE,M,"647,1153846",17/05/2012,01/12/2014,10/04/2003,"33,87823077"
1240,N,,41,13,M,BCR,SFE,F,"365,3846154",13/11/2015,12/11/2013,25/11/2003,"16,73438462"
1241,N,,43,13,M,HGH,PVE,F,"226,3615385",30/08/2011,01/11/1999,25/11/2003,"322,7321538"
1242,N,,65,14,M,BCR,RET,F,"458,4768462",01/01/1997,01/10/9999,21/03/2003,0
1243,N,,64,13,M,BCR,RET,M,"234,7426154",01/03/1986,01/10/9999,04/12/2003,"233,5545385"
1254,N,,64,15,M,BCR,OTH,M,"811,1883846",01/06/1988,01/10/9999,23/05/2002,"75,31907692"
1259,N,,39,14,M,BCR,PVE,F,"366,3975385",19/06/2006,07/07/2014,01/10/2002,"31,50592308"
1264,N,,55,14,D,HGH,PVE,F,"1215,292308",01/01/1998,01/01/2003,20/01/2003,"94,00623077"
1265,N,,58,14,M,BCR,RET,F,"222,654",10/03/2005,01/10/9999,30/10/2002,0
1267,N,,69,13,M,HGH,RET,M,"371,4726154",01/03/1986,01/10/9999,03/10/2003,0
1268,N,,55,14,M,HGH,PVE,M,"318,8769231",15/10/2001,01/03/2002,07/11/2002,"170,4486154"
1272,N,,52,14,M,HGH,STE,F,"286,9230769",10/01/1988,29/09/2010,19/04/2003,"76,43607692"
1275,N,,59,14,M,HGH,STE,M,"593,0903846",04/03/1958,15/11/2013,12/06/2003,"40,90276923"
1280,N,,48,14,S,BCR,STE,F,"988,0263077",01/12/1980,03/05/1997,25/06/2003,0
1281,N,,39,14,S,HGH,PVE,M,"952,5796154",01/01/2008,12/01/2015,03/07/2003,"64,96661538"
1283,N,,50,13,M,HGH,PVE,F,"999,5538462",01/12/1993,20/05/2001,09/07/2003,"111,6063846"
1285,N,,59,14,D,BCR,PVE,F,"2344,376923",01/07/1996,30/09/2002,22/01/2003,"537,6123846"
1287,N,,44,13,S,BCR,OTH,F,"1975,592308",01/01/2000,01/10/9999,09/07/2003,"221,2257692"
1289,N,,53,15,M,BCR,PVE,M,"1418,915385",25/02/2014,09/07/2001,15/12/2001,"151,7417692"
1290,N,,50,13,M,HGH,PVE,M,"1891,061538",01/09/2008,28/06/2001,10/07/2003,0
1293,N,,42,13,M,MAS,PVE,F,"1562,346154",14/07/2014,20/04/2003,10/07/2003,0
1294,N,,57,13,M,HGH,PVE,M,"1888,946154",01/04/1997,29/03/2001,10/07/2003,"162,2814615"
1296,N,,44,15,M,BCR,PVE,F,"1274,607692",10/09/1999,04/11/2001,25/03/2002,"85,20423077"
1298,N,,51,13,D,BCR,PVE,F,"2024,346154",01/02/2009,12/09/2001,12/07/2003,"676,493"
1303,N,,64,15,M,BCR,STE,M,"572,2596923",01/01/1993,09/05/1992,10/05/2002,"104,9379231"
1306,N,,44,13,M,PRS,PVE,M,"709,9632308",01/03/1980,01/03/1980,15/08/2003,"11,57892308"
1308,N,,36,14,M,HGH,PVE,M,"423,5615385",16/09/2007,01/08/2003,20/08/2002,"404,7170769"
1310,N,,42,13,M,HGH,PVE,M,"247,9230769",01/01/1986,01/02/2003,04/09/2003,0
1313,N,,67,13,M,HGH,RET,M,"395,3846154",01/08/1999,01/10/9999,29/09/2003,"178,4637692"
1314,N,,44,13,M,BCR,STE,F,"323,3008462",25/07/2004,01/09/2001,29/09/2003,"194,9903846"
1315,N,,63,15,S,HGH,STE,F,"351,4846154",20/06/1990,18/10/1979,15/11/2001,"107,0221538"
1318,N,,65,13,M,BCR,STE,M,"357,4903077",01/05/1965,22/10/2014,22/10/2003,0
1319,N,,65,13,M,HGH,RET,F,"271,7487692",01/01/1973,01/10/9999,27/10/2003,"379,9779231"
1320,N,,53,13,M,HGH,PVE,F,"230,7692308",01/11/1993,01/02/2012,29/10/2003,"228,6802308"
1324,N,,73,13,M,BCR,RET,M,"236,5764615",01/09/1998,01/10/9999,14/11/2003,"79,01538462"
1328,N,,40,13,M,BCR,PVE,M,"221,8296923",28/04/1977,01/04/2002,18/11/2003,0
1335,N,,75,14,M,BCR,RET,M,"456,8924615",01/01/2003,01/10/9999,01/08/2002,0
1339,N,,67,14,M,HGH,RET,M,"210,9544615",05/04/2001,01/10/9999,30/10/2002,"210,8803077"
1340,N,,58,14,M,HGH,STE,F,"234,3307692",24/01/2007,03/09/2001,08/11/2002,"221,4224615"
1343,N,,51,14,M,HGH,PVE,M,"221,5609231",01/01/1971,01/02/1992,10/12/2002,"221,4528462"
1344,N,,46,14,M,HGH,PVE,M,"412,9801538",12/03/1971,01/02/2006,10/12/2002,0
1346,N,,56,14,S,BCR,PVE,F,"1062,530769",31/12/1985,17/06/2002,13/12/2002,0
1350,N,,62,14,D,BCR,RET,M,"312,3036154",31/12/2009,01/10/9999,15/01/2003,"320,2786923"
1353,N,,44,14,M,HGH,PVE,M,"761,4371538",01/11/2012,01/09/2006,30/01/2003,0
1358,N,,37,15,M,BCR,STE,F,"336,093",01/10/9999,01/10/9999,17/12/2001,"78,11053846"
1367,N,,50,14,D,HGH,PVE,F,"3745,995385",01/01/1984,19/02/2007,18/04/2003,"66,63861538"
1370,N,,60,14,M,BCR,RET,M,"200,9445385",01/01/1997,01/10/9999,28/05/2003,"205,3193077"
1374,N,,61,13,D,HGH,RET,F,"229,072",12/01/1956,01/10/9999,23/07/2003,"117,9790769"
1377,N,,42,13,M,HGH,PVE,M,864,01/12/1985,01/03/2013,08/08/2003,"499,6844615"
1378,N,,46,13,M,BCR,STE,F,"396,8307692",01/01/1978,15/01/2002,15/08/2003,"355,4388462"
1379,N,,70,13,M,BCR,RET,M,"285,6582308",24/07/1998,01/10/9999,14/08/2003,0
1380,N,,65,13,M,BCR,STE,M,"269,0744615",30/09/1990,07/11/1996,19/08/2003,"269,5209231"
1383,N,,51,14,M,BCR,PVE,F,"521,4153846",01/01/2007,18/03/2008,13/01/2003,"112,8273846"
1385,N,,69,13,M,HGH,RET,M,"471,0457692",01/01/2012,01/10/9999,27/08/2003,"482,3105385"
1386,N,,59,13,S,HGH,PVE,M,"1293,684615",01/04/1984,01/04/1984,24/07/2003,0
1390,N,,41,13,M,HGH,STE,M,"422,5150769",24/09/1976,31/05/2000,17/10/2003,0
1391,N,,47,15,M,HGH,PVE,M,"538,4615385",01/12/1986,01/10/2007,25/02/2002,"323,7244615"
1393,N,,42,13,M,HGH,PVE,M,"188,0846154",01/01/2010,01/12/2002,27/09/2003,0
1396,N,,45,13,S,BCR,STE,M,"331,4384615",01/01/1998,18/08/2003,01/10/2003,0
1398,N,,54,13,M,HGH,PVE,M,"519,0133077",18/01/2000,28/01/2003,14/10/2003,"506,3111538"
1399,N,,67,15,M,BCR,RET,M,"451,0329231",01/01/1973,01/10/9999,12/06/2002,"208,6972308"
1401,N,,56,13,M,PHD,STE,M,"2362,384615",01/05/2005,17/03/1989,21/10/2003,0
1406,N,,38,14,S,BCR,STE,M,"293,6979231",04/06/1979,01/08/2001,22/05/2003,"10,50453846"
1408,N,,55,14,M,BCR,PVE,F,"2645,176923",01/05/2006,16/03/2001,02/06/2003,0
1412,N,,68,13,M,BCR,RET,M,"445,5771538",03/03/1949,01/10/9999,02/12/2003,"41,78815385"
1414,N,,60,13,M,PRS,STE,M,"246,1538462",15/02/1998,23/04/2012,03/12/2003,"209,9684615"
1418,N,,47,14,S,SEC,STE,F,"354,0473077",01/01/2001,01/10/9999,11/02/2003,"298,104"
1425,N,,51,14,M,BCR,PVE,M,"640,2776923",01/01/1998,28/07/2010,17/03/2003,0
1426,N,,51,14,M,BCR,PVE,F,"1528,015385",01/01/1994,01/04/2013,28/03/2003,"1559,743923"
1430,N,,56,14,M,BCR,STE,M,"4642,484615",01/04/2004,11/06/1991,20/05/2003,0
1431,N,,48,14,M,BCR,PVE,M,"485,6061538",08/03/1972,01/09/2015,21/05/2003,"8,223153846"
1432,N,,67,14,M,BCR,RET,M,"312,1846154",01/06/1966,01/10/9999,27/05/2003,"425,256"
1436,N,,42,14,M,HGH,PVE,F,"532,5769231",17/11/1975,01/06/2003,05/07/2003,"12,42561538"
1437,N,,63,13,M,HGH,RET,F,"398,9952308",19/04/2006,01/10/9999,07/07/2003,"410,1388462"
1440,N,,42,14,M,HGH,PVE,M,"528,6204615",31/12/1983,08/05/2014,07/02/2003,0
1442,N,,61,13,M,BCR,STE,F,"538,8923077",14/07/1979,17/01/2001,26/07/2003,0
1443,N,,37,13,M,HGH,PVE,F,"565,3538462",01/02/2001,01/08/2006,18/08/2003,"21,98453846"
1447,N,,59,13,W,HGH,RET,F,"769,2307692",01/01/1982,01/10/9999,29/09/2003,0
1450,N,,46,13,S,BCR,PVE,M,"163,6923077",20/10/2007,01/07/2010,31/10/2003,0
1452,N,,70,15,M,BCR,RET,M,"335,7774615",01/01/1980,01/10/9999,29/10/2001,"60,35392308"
1453,N,,59,15,M,HGH,STE,F,"649,8",01/09/2003,01/10/1980,09/01/2002,"533,8898462"
1455,N,,45,14,M,BCR,PVE,M,"166,8192308",01/05/2010,16/11/2001,19/02/2003,0
1459,N,,52,14,M,PHD,STE,M,"814,9230769",01/09/1995,01/11/1989,08/03/2003,"267,511"
1462,N,,42,15,S,BCR,PVE,M,"429,6901538",01/03/2010,01/07/2012,08/12/2001,"114,396"
1465,N,,65,14,W,HGH,RET,F,"242,3340769",01/07/2007,01/10/9999,02/06/2003,0
1467,N,,67,14,M,BCR,RET,M,"599,9538462",26/01/1950,01/10/9999,17/06/2003,"20,17715385"
1473,N,,54,13,M,HGH,PVE,M,"618,4923077",01/09/1963,01/01/1997,01/10/2003,"252,6943846"
1475,N,,64,13,M,HGH,RET,F,"207,5803846",01/05/2000,01/10/9999,07/10/2003,"76,92861538"
1483,N,,69,14,S,HGH,RET,M,"244,6984615",01/01/1974,01/10/9999,24/12/2002,0
1487,N,,66,14,M,HGH,RET,M,"331,4738462",01/06/1996,01/10/9999,07/02/2003,0
1488,N,,50,14,M,HGH,STE,M,"625,8023846",16/01/1967,14/03/1988,05/08/2002,0
1490,N,,49,14,M,BCR,STE,F,"552,3733077",01/01/2001,01/04/1998,12/02/2003,"38,62884615"
1492,N,,59,14,M,HGH,RET,F,"253,6338462",08/03/1977,01/10/9999,14/02/2003,"205,8521538"
1493,N,,54,14,M,HGH,PVE,M,"245,3033846",16/02/1963,01/12/2014,20/02/2003,"209,7151538"
1496,N,,40,14,M,BCR,PVE,F,"468,4769231",01/08/1999,01/01/2002,26/02/2003,"382,5493077"
1497,N,,44,14,M,MAS,PVE,M,"1178,615385",01/03/1979,01/05/2005,12/03/2003,0
1498,N,,64,14,D,HGH,RET,F,"286,1430769",19/09/2008,01/10/9999,24/03/2003,0
1499,N,,56,14,M,SEC,PVE,F,"384,6153846",01/01/1987,13/06/1993,10/04/2003,0
1502,N,,61,14,M,HGH,PVE,M,"397,2846154",01/01/1981,01/04/2003,08/05/2003,"332,3824615"
1504,N,,61,14,M,HGH,RET,M,"435,9822308",01/05/1981,01/10/9999,07/06/2003,0
1507,N,,56,14,M,HGH,PVE,M,"348,2230769",01/04/1968,03/06/2003,27/06/2003,0
1508,N,,56,13,M,HGH,STE,F,"272,3646154",02/02/1982,05/10/1983,16/07/2003,"258,9396923"
1509,N,,46,13,M,BCR,STE,F,"362,9461538",12/10/2004,01/09/1994,18/07/2003,"81,77661538"
